year,YOutput,PiT,VCC,GBondCentralBank,realWageIndex,LFirmLoan,exchangeRate,netForeignAssets,tradeBalance,capitalFlight,LaborProductivity,NominalWage,CostOfLiving
1,267.3446327683616,-0.34664766723538304,1.090752473379929,80.0,0.7418181818181819,495.0,0.9738926458157228,-359.39343016264587,34.898305084745765,194.29173524739164,0.8160000000000001,2.7982884679295448,0.985
2,228.1381840837729,-0.46385478290616367,0.7561846565568588,110.0,0.7566545454545454,473.25,0.9401505387305266,-528.3576294234546,39.52110671874527,208.485305979554,0.8323200000000001,4.197432701894317,0.970225
3,216.62261996205197,-0.5479232006986401,0.5502022883507438,140.0,0.7717876363636365,454.76250000000005,0.905759706381585,-662.7170644058031,39.620421938824975,173.97985692117345,0.8489664000000001,5.2674750127878855,0.955671625
4,192.3975811429261,-0.5743211740453305,0.4957235496168719,160.0,0.7877604985217194,439.048125,0.8665449962854009,-621.0679641280503,41.64910027775274,0.0,0.8659457280000001,5.707009816744079,0.941336550625
5,183.05798172740302,-0.5793980886244537,0.4687073436381161,180.0,0.8035157084921538,425.69090625000007,0.8275846769109695,-579.9160478241595,41.151916303890864,0.0,0.8832646425600001,5.5001742398002085,0.927216502365625
6,174.69672090501237,-0.5579062974936598,0.48344927743466865,200.0,0.819586022661997,414.3372703125001,0.7892189896691331,-539.4225494341626,40.49349838999687,0.0,0.9009299354112001,4.844514992936141,0.9133082548301407
7,167.18094790275586,-0.513284735601689,0.5324127348116613,220.0,0.8359777431152368,404.6866797656251,0.7517307924157443,-499.7167615981749,39.705787835987756,0.0,0.9189485341194241,3.9853810582776266,0.8996086310076885
8,132.67505954046132,-0.42210418417554374,0.7320207241705331,220.0,0.8355976668510335,396.4836778007814,0.7026107336992834,-456.370082304285,43.346679293889906,0.0,0.9189485341194241,3.1046405713049405,0.8996086310076885
9,125.68607425603973,-0.34691637859638935,0.8651092051221942,220.0,0.8355976668510336,389.5111261306642,0.6557561901815385,-414.4623562096492,41.90772609463579,0.0,0.9189485341194241,2.3571370125869655,0.8996086310076885
10,119.2836079490419,-0.258531708797234,1.0407959926232215,220.0,0.8355976668510334,383.5844572110646,0.6113071657482105,-374.03544081328306,40.426915396366134,0.0,0.9189485341194241,1.754750882895784,0.8996086310076885
11,113.40189995814713,-0.15799162023561727,1.2687461572234104,220.0,0.8355976668510335,378.54678862940494,0.5693433860254826,-335.1125177999563,38.92292301332673,0.0,0.9189485341194241,1.2870212056431436,0.8996086310076885
12,107.98474859166802,-0.04642509552922665,1.5617603677725411,220.0,0.8355976668510336,380.58920619225427,0.5298934383684261,-297.701064674627,37.4114531253293,0.0,0.9189485341194241,0.933303468617333,0.8996086310076885
13,103.83911996227289,0.07093940778225212,2.087078349636302,220.0,0.8355976668510334,388.5010808784785,0.4934064609272691,-261.95071042190295,35.75035425272403,0.0,0.9189485341194241,0.6709664937477151,0.8996086310076885
14,101.88147227250337,0.1754642820354918,2.977878935677147,220.0,0.8355976668510335,397.2784677998496,0.46067543549202045,-228.15823581521715,33.79247460668579,0.0,0.9189485341194241,0.47928996370089605,0.8996086310076885
15,106.83985169522657,0.27805194108704934,4.012065551843825,220.0,0.8355976668510335,411.93145638152845,0.4342148910666812,-197.4745871509596,30.683648664257554,0.0,0.9189485341194241,0.3410894427622948,0.8996086310076885
