year,YOutput,PiT,VCC,GBondCentralBank,realWageIndex,LFirmLoan,exchangeRate,netForeignAssets,tradeBalance,capitalFlight,LaborProductivity,NominalWage,CostOfLiving
1,267.3446327683616,0.0669384572435237,5.754600429156642,80.0,0.5304000000000001,570.0,0.9738926458157228,-181.96308172105716,34.898305084745765,16.86138680580292,0.8160000000000001,0.5304000000000001,0.985
2,243.70317039097202,0.0578714367115193,6.439106913189757,110.0,0.541008,624.5386131941971,0.9441865044809207,-166.3554314591696,37.167755883965306,21.560105622077753,0.8323200000000001,0.541008,0.970225
3,236.88750576877942,0.05449989326026135,6.647352651289843,140.0,0.55182816,675.7155438539069,0.9149097603128603,-152.9146919761906,36.72629755926904,23.285558076290023,0.8489664000000001,0.55182816,0.955671625
4,220.76238760207036,0.04883778988465842,7.132894360464718,160.0,0.5671181090176324,726.8924745136167,0.8836379875684954,-141.36945914864867,37.728481622245354,26.183248794703424,0.8659457280000001,0.5628647232000001,0.941336550625
5,218.5297563209401,0.046910981540709815,7.205768294624893,180.0,0.5828317090156019,778.0694051733265,0.8541340182984061,-104.88678578127397,36.48267336737471,0.0,0.8832646425600001,0.5741220176640001,0.927216502365625
6,216.38323060416542,0.04500309354523064,7.277249651615198,200.0,0.5989806984341702,829.2463358330363,0.8262778451535729,-69.60187376385952,35.28491201741445,0.0,0.9009299354112001,0.5856044580172801,0.9133082548301407
7,214.31882461078686,0.0431133658632862,7.3473470769038505,220.0,0.615577140960054,880.423266492746,0.7999588133827863,-35.46890029075034,34.132973473109175,0.0,0.9189485341194241,0.5973165471776257,0.8996086310076885
8,184.49264819995366,0.03337219296668514,8.535162809430199,220.0,0.6171199408120842,931.6001971524558,0.7674475671771749,2.0210667451139557,37.4899670358643,0.0,0.9189485341194241,0.5973165471776257,0.8996086310076885
9,182.06639762659054,0.03133006773809166,8.64890397161104,220.0,0.6186666073304102,982.7771278121656,0.7369833221094318,38.15718596104159,36.136119215927636,0.0,0.9189485341194241,0.5973165471776257,0.8996086310076885
10,179.74250545852078,0.02931200108575949,8.760725714335399,220.0,0.6202171502059249,1033.9540584718754,0.7084135106554309,72.99657334718633,34.839387386144736,0.0,0.9189485341194241,0.5973165471776257,0.8996086310076885
11,177.51584913155398,0.02731694806702204,8.87061519990009,220.0,0.6217715791538093,1085.1309891315852,0.681598432100755,106.59348650288358,33.59691315569725,0.0,0.9189485341194241,0.5973165471776256,0.8996086310076885
12,175.38160140933522,0.025343913723702503,8.978563183798805,220.0,0.6233299039135932,1136.307919791295,0.656410065010939,138.99948942958278,32.406002926699195,0.0,0.9189485341194241,0.5973165471776256,0.8996086310076885
13,173.3352118006835,0.023391950773274685,9.084563795036852,220.0,0.6248921342492164,1187.4848504510048,0.6327309969162924,170.2636069546543,31.264117525071526,0.0,0.9189485341194241,0.5973165471776257,0.8996086310076885
14,171.37238918225955,0.021460157370326846,9.188614321381849,220.0,0.6264582799490891,1238.6617811107146,0.6104534590479497,200.43246945864524,30.168862503990944,0.0,0.9189485341194241,0.5973165471776257,0.8996086310076885
15,169.489085550757,0.019547674942239846,9.290715000394318,220.0,0.6280283508261545,1289.8387117704244,0.5894784552703863,229.55044853625776,29.117979077612517,0.0,0.9189485341194241,0.5973165471776257,0.8996086310076885
